case_id,origin,speaker_id,recipe_id,recipe_role,voice_id,seed,line_id,category,transcript,wav,gold,gold_ready,source_uri
case_0200_20260711_205625_250_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000008_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1409007495,,,inputs/transcripts/case_0200_20260711_205625_250_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000008_00.txt,inputs/wav/case_0200_20260711_205625_250_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000008_00.wav,inputs/gold/case_0200_20260711_205625_250_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000008_00,1,
case_0201_20260711_205634_603_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000009_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1770551140,,,inputs/transcripts/case_0201_20260711_205634_603_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000009_00.txt,inputs/wav/case_0201_20260711_205634_603_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000009_00.wav,inputs/gold/case_0201_20260711_205634_603_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000009_00,1,
case_0202_20260711_205643_816_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000010_00,recorded,alfie,existing_corpus_v1,recreation,lana,103205579,,,inputs/transcripts/case_0202_20260711_205643_816_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000010_00.txt,inputs/wav/case_0202_20260711_205643_816_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000010_00.wav,inputs/gold/case_0202_20260711_205643_816_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000010_00,1,
case_0203_20260711_205701_022_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000011_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1507974873,,,inputs/transcripts/case_0203_20260711_205701_022_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000011_00.txt,inputs/wav/case_0203_20260711_205701_022_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000011_00.wav,inputs/gold/case_0203_20260711_205701_022_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000011_00,1,
case_0204_20260711_205711_170_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000012_00,recorded,alfie,existing_corpus_v1,recreation,lana,1202522320,,,inputs/transcripts/case_0204_20260711_205711_170_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000012_00.txt,inputs/wav/case_0204_20260711_205711_170_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000012_00.wav,inputs/gold/case_0204_20260711_205711_170_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000012_00,1,
case_0205_20260711_205727_094_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000013_00,recorded,alfie,existing_corpus_v1,recreation,priestley,2114771809,,,inputs/transcripts/case_0205_20260711_205727_094_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000013_00.txt,inputs/wav/case_0205_20260711_205727_094_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000013_00.wav,inputs/gold/case_0205_20260711_205727_094_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000013_00,1,
case_0206_20260711_205737_217_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000014_00,recorded,alfie,existing_corpus_v1,recreation,alfie,158598587,,,inputs/transcripts/case_0206_20260711_205737_217_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000014_00.txt,inputs/wav/case_0206_20260711_205737_217_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000014_00.wav,inputs/gold/case_0206_20260711_205737_217_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000014_00,1,
case_0207_20260711_205750_047_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000015_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1268187963,,,inputs/transcripts/case_0207_20260711_205750_047_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000015_00.txt,inputs/wav/case_0207_20260711_205750_047_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000015_00.wav,inputs/gold/case_0207_20260711_205750_047_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000015_00,1,
case_0208_20260711_205759_897_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000016_00,recorded,alfie,existing_corpus_v1,recreation,lana,122570997,,,inputs/transcripts/case_0208_20260711_205759_897_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000016_00.txt,inputs/wav/case_0208_20260711_205759_897_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000016_00.wav,inputs/gold/case_0208_20260711_205759_897_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000016_00,1,
case_0209_20260711_205809_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000017_00,recorded,alfie,existing_corpus_v1,recreation,lana,1987549310,,,inputs/transcripts/case_0209_20260711_205809_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000017_00.txt,inputs/wav/case_0209_20260711_205809_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000017_00.wav,inputs/gold/case_0209_20260711_205809_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000017_00,1,
case_0210_20260711_205817_084_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000018_00,recorded,alfie,existing_corpus_v1,recreation,alfie,951317790,,,inputs/transcripts/case_0210_20260711_205817_084_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000018_00.txt,inputs/wav/case_0210_20260711_205817_084_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000018_00.wav,inputs/gold/case_0210_20260711_205817_084_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000018_00,1,
case_0211_20260711_210741_674_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000000_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,328739150,,,inputs/transcripts/case_0211_20260711_210741_674_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000000_00.txt,inputs/wav/case_0211_20260711_210741_674_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000000_00.wav,inputs/gold/case_0211_20260711_210741_674_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000000_00,1,
case_0212_20260711_210748_424_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000001_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1269802356,,,inputs/transcripts/case_0212_20260711_210748_424_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000001_00.txt,inputs/wav/case_0212_20260711_210748_424_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000001_00.wav,inputs/gold/case_0212_20260711_210748_424_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000001_00,1,
case_0213_20260711_210753_845_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000002_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1215273991,,,inputs/transcripts/case_0213_20260711_210753_845_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000002_00.txt,inputs/wav/case_0213_20260711_210753_845_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000002_00.wav,inputs/gold/case_0213_20260711_210753_845_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000002_00,1,
case_0214_20260711_210802_601_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000003_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,388315361,,,inputs/transcripts/case_0214_20260711_210802_601_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000003_00.txt,inputs/wav/case_0214_20260711_210802_601_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000003_00.wav,inputs/gold/case_0214_20260711_210802_601_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000003_00,1,
case_0219_20260711_210812_324_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000004_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,342093094,,,inputs/transcripts/case_0219_20260711_210812_324_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000004_00.txt,inputs/wav/case_0219_20260711_210812_324_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000004_00.wav,inputs/gold/case_0219_20260711_210812_324_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000004_00,1,
case_0220_20260711_214926_216_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000000_00,recorded,alfie,existing_corpus_v1,recreation,lana,363562427,,,inputs/transcripts/case_0220_20260711_214926_216_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000000_00.txt,inputs/wav/case_0220_20260711_214926_216_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000000_00.wav,inputs/gold/case_0220_20260711_214926_216_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000000_00,1,
case_0221_20260711_214932_419_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000001_00,recorded,alfie,existing_corpus_v1,recreation,alfie,403364265,,,inputs/transcripts/case_0221_20260711_214932_419_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000001_00.txt,inputs/wav/case_0221_20260711_214932_419_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000001_00.wav,inputs/gold/case_0221_20260711_214932_419_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000001_00,1,
case_0222_20260711_214941_394_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000002_00,recorded,alfie,existing_corpus_v1,recreation,priestley,431624185,,,inputs/transcripts/case_0222_20260711_214941_394_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000002_00.txt,inputs/wav/case_0222_20260711_214941_394_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000002_00.wav,inputs/gold/case_0222_20260711_214941_394_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000002_00,1,
case_0223_20260711_214948_575_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000003_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,156369982,,,inputs/transcripts/case_0223_20260711_214948_575_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000003_00.txt,inputs/wav/case_0223_20260711_214948_575_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000003_00.wav,inputs/gold/case_0223_20260711_214948_575_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000003_00,1,
case_0224_20260711_214955_919_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000004_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1969302819,,,inputs/transcripts/case_0224_20260711_214955_919_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000004_00.txt,inputs/wav/case_0224_20260711_214955_919_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000004_00.wav,inputs/gold/case_0224_20260711_214955_919_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000004_00,1,
case_0225_20260711_215004_314_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000005_00,recorded,alfie,existing_corpus_v1,recreation,lana,283970603,,,inputs/transcripts/case_0225_20260711_215004_314_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000005_00.txt,inputs/wav/case_0225_20260711_215004_314_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000005_00.wav,inputs/gold/case_0225_20260711_215004_314_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000005_00,1,
case_0226_20260711_215014_406_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000006_00,recorded,alfie,existing_corpus_v1,recreation,alfie,650524175,,,inputs/transcripts/case_0226_20260711_215014_406_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000006_00.txt,inputs/wav/case_0226_20260711_215014_406_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000006_00.wav,inputs/gold/case_0226_20260711_215014_406_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000006_00,1,
case_0227_20260711_215025_511_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000007_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1741253882,,,inputs/transcripts/case_0227_20260711_215025_511_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000007_00.txt,inputs/wav/case_0227_20260711_215025_511_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000007_00.wav,inputs/gold/case_0227_20260711_215025_511_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000007_00,1,
case_0228_20260711_215032_821_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000008_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1176697977,,,inputs/transcripts/case_0228_20260711_215032_821_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000008_00.txt,inputs/wav/case_0228_20260711_215032_821_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000008_00.wav,inputs/gold/case_0228_20260711_215032_821_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000008_00,1,
case_0229_20260711_215039_315_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000009_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1777067969,,,inputs/transcripts/case_0229_20260711_215039_315_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000009_00.txt,inputs/wav/case_0229_20260711_215039_315_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000009_00.wav,inputs/gold/case_0229_20260711_215039_315_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000009_00,1,
case_0230_20260711_215049_219_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000010_00,recorded,alfie,existing_corpus_v1,recreation,priestley,121096396,,,inputs/transcripts/case_0230_20260711_215049_219_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000010_00.txt,inputs/wav/case_0230_20260711_215049_219_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000010_00.wav,inputs/gold/case_0230_20260711_215049_219_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000010_00,1,
case_0231_20260711_215058_778_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000011_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1487795634,,,inputs/transcripts/case_0231_20260711_215058_778_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000011_00.txt,inputs/wav/case_0231_20260711_215058_778_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000011_00.wav,inputs/gold/case_0231_20260711_215058_778_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000011_00,1,
case_0232_20260711_215110_876_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000012_00,recorded,alfie,existing_corpus_v1,recreation,priestley,1247870124,,,inputs/transcripts/case_0232_20260711_215110_876_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000012_00.txt,inputs/wav/case_0232_20260711_215110_876_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000012_00.wav,inputs/gold/case_0232_20260711_215110_876_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000012_00,1,
case_0233_20260711_215122_779_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000013_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1538544066,,,inputs/transcripts/case_0233_20260711_215122_779_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000013_00.txt,inputs/wav/case_0233_20260711_215122_779_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000013_00.wav,inputs/gold/case_0233_20260711_215122_779_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000013_00,1,
case_0234_20260711_215130_637_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000014_00,recorded,alfie,existing_corpus_v1,recreation,alfie,70724102,,,inputs/transcripts/case_0234_20260711_215130_637_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000014_00.txt,inputs/wav/case_0234_20260711_215130_637_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000014_00.wav,inputs/gold/case_0234_20260711_215130_637_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000014_00,1,
case_0235_20260712_054824_321_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000000_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1027153611,,,inputs/transcripts/case_0235_20260712_054824_321_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000000_00.txt,inputs/wav/case_0235_20260712_054824_321_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000000_00.wav,inputs/gold/case_0235_20260712_054824_321_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000000_00,1,
case_0236_20260712_054830_376_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000001_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1899473771,,,inputs/transcripts/case_0236_20260712_054830_376_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000001_00.txt,inputs/wav/case_0236_20260712_054830_376_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000001_00.wav,inputs/gold/case_0236_20260712_054830_376_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000001_00,1,
case_0237_20260712_054840_366_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000002_00,recorded,alfie,existing_corpus_v1,recreation,lana,1657638845,,,inputs/transcripts/case_0237_20260712_054840_366_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000002_00.txt,inputs/wav/case_0237_20260712_054840_366_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000002_00.wav,inputs/gold/case_0237_20260712_054840_366_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000002_00,1,
case_0238_20260712_054848_535_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000003_00,recorded,alfie,existing_corpus_v1,recreation,priestley,1255295544,,,inputs/transcripts/case_0238_20260712_054848_535_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000003_00.txt,inputs/wav/case_0238_20260712_054848_535_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000003_00.wav,inputs/gold/case_0238_20260712_054848_535_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000003_00,1,
case_0239_20260712_054856_539_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000004_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,485827073,,,inputs/transcripts/case_0239_20260712_054856_539_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000004_00.txt,inputs/wav/case_0239_20260712_054856_539_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000004_00.wav,inputs/gold/case_0239_20260712_054856_539_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000004_00,1,
case_0240_20260712_054903_698_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000005_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1336973170,,,inputs/transcripts/case_0240_20260712_054903_698_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000005_00.txt,inputs/wav/case_0240_20260712_054903_698_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000005_00.wav,inputs/gold/case_0240_20260712_054903_698_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000005_00,1,
case_0241_20260712_054914_706_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000006_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,77075163,,,inputs/transcripts/case_0241_20260712_054914_706_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000006_00.txt,inputs/wav/case_0241_20260712_054914_706_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000006_00.wav,inputs/gold/case_0241_20260712_054914_706_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000006_00,1,
case_0242_20260712_054923_633_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000007_00,recorded,alfie,existing_corpus_v1,recreation,lana,136348286,,,inputs/transcripts/case_0242_20260712_054923_633_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000007_00.txt,inputs/wav/case_0242_20260712_054923_633_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000007_00.wav,inputs/gold/case_0242_20260712_054923_633_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000007_00,1,
case_0243_20260712_060909_067_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000000_00,recorded,alfie,existing_corpus_v1,recreation,priestley,1561116319,,,inputs/transcripts/case_0243_20260712_060909_067_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000000_00.txt,inputs/wav/case_0243_20260712_060909_067_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000000_00.wav,inputs/gold/case_0243_20260712_060909_067_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000000_00,1,
case_0244_20260712_060916_188_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000001_00,recorded,alfie,existing_corpus_v1,recreation,alfie,116134628,,,inputs/transcripts/case_0244_20260712_060916_188_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000001_00.txt,inputs/wav/case_0244_20260712_060916_188_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000001_00.wav,inputs/gold/case_0244_20260712_060916_188_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000001_00,1,
case_0245_20260712_060925_927_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000002_00,recorded,alfie,existing_corpus_v1,recreation,alfie,518277812,,,inputs/transcripts/case_0245_20260712_060925_927_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000002_00.txt,inputs/wav/case_0245_20260712_060925_927_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000002_00.wav,inputs/gold/case_0245_20260712_060925_927_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000002_00,1,
case_0246_20260712_060938_376_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000003_00,recorded,alfie,existing_corpus_v1,recreation,alfie,244165866,,,inputs/transcripts/case_0246_20260712_060938_376_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000003_00.txt,inputs/wav/case_0246_20260712_060938_376_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000003_00.wav,inputs/gold/case_0246_20260712_060938_376_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000003_00,1,
case_0247_20260712_060946_373_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000004_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1885979531,,,inputs/transcripts/case_0247_20260712_060946_373_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000004_00.txt,inputs/wav/case_0247_20260712_060946_373_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000004_00.wav,inputs/gold/case_0247_20260712_060946_373_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000004_00,1,
case_0248_20260712_060957_978_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000005_00,recorded,alfie,existing_corpus_v1,recreation,lana,624848054,,,inputs/transcripts/case_0248_20260712_060957_978_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000005_00.txt,inputs/wav/case_0248_20260712_060957_978_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000005_00.wav,inputs/gold/case_0248_20260712_060957_978_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000005_00,1,
case_0249_20260712_061010_792_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000006_00,recorded,alfie,existing_corpus_v1,recreation,priestley,840627729,,,inputs/transcripts/case_0249_20260712_061010_792_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000006_00.txt,inputs/wav/case_0249_20260712_061010_792_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000006_00.wav,inputs/gold/case_0249_20260712_061010_792_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000006_00,1,
case_0250_20260712_061019_472_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000007_00,recorded,alfie,existing_corpus_v1,recreation,priestley,259652915,,,inputs/transcripts/case_0250_20260712_061019_472_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000007_00.txt,inputs/wav/case_0250_20260712_061019_472_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000007_00.wav,inputs/gold/case_0250_20260712_061019_472_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000007_00,1,
case_0251_20260712_061031_639_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000008_00,recorded,alfie,existing_corpus_v1,recreation,priestley,1798580290,,,inputs/transcripts/case_0251_20260712_061031_639_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000008_00.txt,inputs/wav/case_0251_20260712_061031_639_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000008_00.wav,inputs/gold/case_0251_20260712_061031_639_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000008_00,1,
case_0252_20260712_070103_996_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000000_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,379290677,,,inputs/transcripts/case_0252_20260712_070103_996_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000000_00.txt,inputs/wav/case_0252_20260712_070103_996_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000000_00.wav,inputs/gold/case_0252_20260712_070103_996_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000000_00,1,
case_0253_20260712_070111_593_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000001_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,789813113,,,inputs/transcripts/case_0253_20260712_070111_593_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000001_00.txt,inputs/wav/case_0253_20260712_070111_593_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000001_00.wav,inputs/gold/case_0253_20260712_070111_593_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000001_00,1,
case_0254_20260712_070120_708_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000002_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1029410770,,,inputs/transcripts/case_0254_20260712_070120_708_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000002_00.txt,inputs/wav/case_0254_20260712_070120_708_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000002_00.wav,inputs/gold/case_0254_20260712_070120_708_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000002_00,1,
case_0255_20260712_070128_923_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000003_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,734723975,,,inputs/transcripts/case_0255_20260712_070128_923_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000003_00.txt,inputs/wav/case_0255_20260712_070128_923_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000003_00.wav,inputs/gold/case_0255_20260712_070128_923_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000003_00,1,
