case_id,transcript,wav,source_dir,text
case_0160_20260711_183930_597_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000000_00,inputs\transcripts\case_0160_20260711_183930_597_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000000_00.txt,inputs\wav\case_0160_20260711_183930_597_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_183930_597_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000000_00,"Hello there, what can I get for you today?"
case_0161_20260711_183936_620_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000001_00,inputs\transcripts\case_0161_20260711_183936_620_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000001_00.txt,inputs\wav\case_0161_20260711_183936_620_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_183936_620_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000001_00,We've got sandwiches for five dollars and chips for two. What'll it be?
case_0162_20260711_183947_066_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000002_00,inputs\transcripts\case_0162_20260711_183947_066_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000002_00.txt,inputs\wav\case_0162_20260711_183947_066_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_183947_066_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000002_00,"We've got turkey, ham, and veggie. Which one sounds good?"
case_0163_20260711_184001_624_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000003_00,inputs\transcripts\case_0163_20260711_184001_624_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000003_00.txt,inputs\wav\case_0163_20260711_184001_624_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_184001_624_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000003_00,"Ham, lettuce, tomato, and mayo on rye."
case_0164_20260711_184010_634_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000004_00,inputs\transcripts\case_0164_20260711_184010_634_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000004_00.txt,inputs\wav\case_0164_20260711_184010_634_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_184010_634_Alfie_Line_CD90FEA44E3BE297F1D47B92221D1814_000004_00,I'm partial to the turkey myself. Light and satisfying.
case_0165_20260711_200310_195_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000000_00,inputs\transcripts\case_0165_20260711_200310_195_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000000_00.txt,inputs\wav\case_0165_20260711_200310_195_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_200310_195_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000000_00,"Hello there, what can I get for you today?"
case_0166_20260711_200317_273_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000001_00,inputs\transcripts\case_0166_20260711_200317_273_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000001_00.txt,inputs\wav\case_0166_20260711_200317_273_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_200317_273_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000001_00,We've got sandwiches for five dollars and chips for two. What'll it be?
case_0167_20260711_200325_274_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000002_00,inputs\transcripts\case_0167_20260711_200325_274_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000002_00.txt,inputs\wav\case_0167_20260711_200325_274_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_200325_274_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000002_00,"We've got turkey, ham, and veggie. Which one sounds good?"
case_0168_20260711_200333_596_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000003_00,inputs\transcripts\case_0168_20260711_200333_596_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000003_00.txt,inputs\wav\case_0168_20260711_200333_596_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_200333_596_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000003_00,I like the veggie one myself. Light and fresh.
case_0169_20260711_200341_646_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000004_00,inputs\transcripts\case_0169_20260711_200341_646_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000004_00.txt,inputs\wav\case_0169_20260711_200341_646_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_200341_646_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000004_00,"Let's see, it's lettuce, tomato, cucumber, and avocado on whole wheat. Yum!"
case_0170_20260711_200405_647_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000005_00,inputs\transcripts\case_0170_20260711_200405_647_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000005_00.txt,inputs\wav\case_0170_20260711_200405_647_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_200405_647_Alfie_Line_7F52F43C4A04B8EE8208D199E089CC86_000005_00,"Red, orange, yellow, green, blue, indigo, violet. Got a favorite?"
case_0171_20260711_201227_723_Alfie_Line_C041624E4E03A6E5A47D9A962979AAA3_000001_00,inputs\transcripts\case_0171_20260711_201227_723_Alfie_Line_C041624E4E03A6E5A47D9A962979AAA3_000001_00.txt,inputs\wav\case_0171_20260711_201227_723_Alfie_Line_C041624E4E03A6E5A47D9A962979AAA3_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_201227_723_Alfie_Line_C041624E4E03A6E5A47D9A962979AAA3_000001_00,"Red, orange, yellow, green, blue, indigo, violet. Need anything else?"
case_0172_20260711_201243_965_Alfie_Line_C041624E4E03A6E5A47D9A962979AAA3_000002_00,inputs\transcripts\case_0172_20260711_201243_965_Alfie_Line_C041624E4E03A6E5A47D9A962979AAA3_000002_00.txt,inputs\wav\case_0172_20260711_201243_965_Alfie_Line_C041624E4E03A6E5A47D9A962979AAA3_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_201243_965_Alfie_Line_C041624E4E03A6E5A47D9A962979AAA3_000002_00,"Ham, lettuce, tomato, and mayo on bread. Want me to make one for you?"
case_0173_20260711_202914_920_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000000_00,inputs\transcripts\case_0173_20260711_202914_920_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000000_00.txt,inputs\wav\case_0173_20260711_202914_920_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_202914_920_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000000_00,"Hello there, what can I get for you today?"
case_0174_20260711_202921_141_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000001_00,inputs\transcripts\case_0174_20260711_202921_141_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000001_00.txt,inputs\wav\case_0174_20260711_202921_141_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_202921_141_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000001_00,"Red, orange, yellow, green, blue, indigo, violet. Need anything else?"
case_0175_20260711_202931_751_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000002_00,inputs\transcripts\case_0175_20260711_202931_751_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000002_00.txt,inputs\wav\case_0175_20260711_202931_751_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_202931_751_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000002_00,"Ham, lettuce, tomato, mayo. Want me to make one up for you?"
case_0176_20260711_202943_447_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000003_00,inputs\transcripts\case_0176_20260711_202943_447_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000003_00.txt,inputs\wav\case_0176_20260711_202943_447_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_202943_447_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000003_00,"Doing alright, thanks for asking. How about you?"
case_0177_20260711_202953_296_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000004_00,inputs\transcripts\case_0177_20260711_202953_296_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000004_00.txt,inputs\wav\case_0177_20260711_202953_296_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_202953_296_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000004_00,Glad to hear it! Want a sandwich to celebrate?
case_0178_20260711_203001_077_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000005_00,inputs\transcripts\case_0178_20260711_203001_077_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000005_00.txt,inputs\wav\case_0178_20260711_203001_077_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_203001_077_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000005_00,"Muffins are good! We don't have them, but I can order some in if you want."
case_0179_20260711_203013_368_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000006_00,inputs\transcripts\case_0179_20260711_203013_368_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000006_00.txt,inputs\wav\case_0179_20260711_203013_368_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_203013_368_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000006_00,"We don't have muffins, but I can order some in if you want."
case_0180_20260711_203024_093_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000007_00,inputs\transcripts\case_0180_20260711_203024_093_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000007_00.txt,inputs\wav\case_0180_20260711_203024_093_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_203024_093_Alfie_Line_0EA1ACCB46270E0B006D48AC50411315_000007_00,"Strawberry's my favorite, but they're all yummy."
case_0181_20260711_203846_514_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000000_00,inputs\transcripts\case_0181_20260711_203846_514_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000000_00.txt,inputs\wav\case_0181_20260711_203846_514_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_203846_514_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000000_00,"Hello there, what can I get for you today?"
case_0182_20260711_203853_010_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000001_00,inputs\transcripts\case_0182_20260711_203853_010_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000001_00.txt,inputs\wav\case_0182_20260711_203853_010_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_203853_010_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000001_00,We've got sandwiches for five dollars and chips for two.
case_0183_20260711_203900_091_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000002_00,inputs\transcripts\case_0183_20260711_203900_091_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000002_00.txt,inputs\wav\case_0183_20260711_203900_091_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_203900_091_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000002_00,"We've got turkey, ham, and veggie. What's your favorite?"
case_0184_20260711_203910_677_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000003_00,inputs\transcripts\case_0184_20260711_203910_677_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000003_00.txt,inputs\wav\case_0184_20260711_203910_677_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_203910_677_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000003_00,How about the turkey? It's always a crowd pleaser.
case_0185_20260711_203918_695_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000004_00,inputs\transcripts\case_0185_20260711_203918_695_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000004_00.txt,inputs\wav\case_0185_20260711_203918_695_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_203918_695_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000004_00,"Turkey, lettuce, tomato, and mayo on our house bread."
case_0186_20260711_204046_328_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000005_00,inputs\transcripts\case_0186_20260711_204046_328_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000005_00.txt,inputs\wav\case_0186_20260711_204046_328_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_204046_328_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000005_00,"Just sandwiches and chips, I'm afraid. Need anything else?"
case_0187_20260711_204111_778_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000006_00,inputs\transcripts\case_0187_20260711_204111_778_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000006_00.txt,inputs\wav\case_0187_20260711_204111_778_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_204111_778_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000006_00,"In my neighborhood, they need more votes than I have fingers."
case_0188_20260711_204143_085_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000007_00,inputs\transcripts\case_0188_20260711_204143_085_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000007_00.txt,inputs\wav\case_0188_20260711_204143_085_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_204143_085_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000007_00,"Frogs tend to live near water, toads prefer drier spots. But they're both good jumpers!"
case_0189_20260711_204157_371_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000008_00,inputs\transcripts\case_0189_20260711_204157_371_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000008_00.txt,inputs\wav\case_0189_20260711_204157_371_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000008_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_204157_371_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000008_00,That's a unique name for a unique pet! What did you name him?
case_0190_20260711_204204_806_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000009_00,inputs\transcripts\case_0190_20260711_204204_806_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000009_00.txt,inputs\wav\case_0190_20260711_204204_806_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000009_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_204204_806_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000009_00,"Maybe something fitting, like Jumperson. Fits his leapin' nature!"
case_0191_20260711_204231_702_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000010_00,inputs\transcripts\case_0191_20260711_204231_702_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000010_00.txt,inputs\wav\case_0191_20260711_204231_702_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000010_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_204231_702_Alfie_Line_ED86958547010552D4A6B19D24AE265B_000010_00,"Donkeys are usually smaller, with a more dun-colored coat and a striped tail. Zebras are larger, with wider stripes."
case_0192_20260711_205510_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000000_00,inputs\transcripts\case_0192_20260711_205510_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000000_00.txt,inputs\wav\case_0192_20260711_205510_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205510_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000000_00,"Hello there, what can I get for you today?"
case_0193_20260711_205517_316_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000001_00,inputs\transcripts\case_0193_20260711_205517_316_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000001_00.txt,inputs\wav\case_0193_20260711_205517_316_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205517_316_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000001_00,We've got sandwiches for five dollars and chips for two.
case_0194_20260711_205525_205_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000002_00,inputs\transcripts\case_0194_20260711_205525_205_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000002_00.txt,inputs\wav\case_0194_20260711_205525_205_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205525_205_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000002_00,We've got kettle cooked ones and some seasoned ones. Which do you like?
case_0195_20260711_205532_619_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000003_00,inputs\transcripts\case_0195_20260711_205532_619_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000003_00.txt,inputs\wav\case_0195_20260711_205532_619_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205532_619_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000003_00,"We've got turkey, ham, and veggie sandwiches. Which sounds good to you?"
case_0196_20260711_205542_252_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000004_00,inputs\transcripts\case_0196_20260711_205542_252_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000004_00.txt,inputs\wav\case_0196_20260711_205542_252_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205542_252_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000004_00,The turkey sandwich is always a winner. Nice and satisfying.
case_0197_20260711_205553_681_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000005_00,inputs\transcripts\case_0197_20260711_205553_681_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000005_00.txt,inputs\wav\case_0197_20260711_205553_681_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205553_681_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000005_00,"Turkey, lettuce, tomato, and mayo. Yum!"
case_0198_20260711_205603_842_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000006_00,inputs\transcripts\case_0198_20260711_205603_842_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000006_00.txt,inputs\wav\case_0198_20260711_205603_842_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205603_842_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000006_00,"Ham, lettuce, tomato, and mayo. Tastes great with a side of chips."
case_0199_20260711_205614_023_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000007_00,inputs\transcripts\case_0199_20260711_205614_023_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000007_00.txt,inputs\wav\case_0199_20260711_205614_023_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205614_023_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000007_00,"Lettuce, tomato, onion, and a special veggie spread. Fresh and crunchy."
case_0200_20260711_205625_250_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000008_00,inputs\transcripts\case_0200_20260711_205625_250_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000008_00.txt,inputs\wav\case_0200_20260711_205625_250_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000008_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205625_250_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000008_00,"Sushi? Haven't tried it, but it sounds fancy."
case_0201_20260711_205634_603_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000009_00,inputs\transcripts\case_0201_20260711_205634_603_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000009_00.txt,inputs\wav\case_0201_20260711_205634_603_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000009_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205634_603_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000009_00,"Rough fish, huh? Must be quite the experience."
case_0202_20260711_205643_816_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000010_00,inputs\transcripts\case_0202_20260711_205643_816_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000010_00.txt,inputs\wav\case_0202_20260711_205643_816_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000010_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205643_816_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000010_00,"Sounds... Adventurous. Not my cup of tea, though."
case_0203_20260711_205701_022_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000011_00,inputs\transcripts\case_0203_20260711_205701_022_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000011_00.txt,inputs\wav\case_0203_20260711_205701_022_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000011_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205701_022_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000011_00,I hear you. Maybe one day I'll give it a try.
case_0204_20260711_205711_170_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000012_00,inputs\transcripts\case_0204_20260711_205711_170_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000012_00.txt,inputs\wav\case_0204_20260711_205711_170_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000012_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205711_170_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000012_00,Rotten tofu? Really? Must be quite the acquired taste.
case_0205_20260711_205727_094_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000013_00,inputs\transcripts\case_0205_20260711_205727_094_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000013_00.txt,inputs\wav\case_0205_20260711_205727_094_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000013_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205727_094_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000013_00,"Fermented soybean, interesting. I'll have to be brave and try it someday."
